OBJECTID,TREE_Genus,TREE_SpeciesCommonName,TREE_SpeciesLatinName,TREE_DBH,TREE_DBH_Range,TREE_Height_Range,TREE_Stems,TREE_Condition,TREE_PrimaryMaint,TREE_SecondaryMaint,TREE_FurtherInspection,TREE_ClearanceNeed,TREE_PruneType,TREE_Pest,TREE_OBS1,TREE_OBS2,TREE_OBS3,TREE_OBS4,TREE_OBS5,TREE_OBS6,TREE_OBS7,TREE_OBS8,TREE_OBS9,TREE_OBS10,TREE_OBS11,TREE_OBS12,TREE_OBS13,TREE_Notes,SITE_Building,SITE_DirectionBldg,SITE_Address,SITE_Street,SITE_Utilities,SITE_GPSX,SITE_GPSY,SITE_ID,SITE_DATE,TYPE,TREE_OBS14,TREE_OBS15,TREE_OBS16,TREE_OBS17,TREE_OBS18,TREE_OBS19,TREE_OBS20,TREE_OBS21,TREE_SpCode,TREE_ReplacementCost,TREE_StructuralValue,TREE_Stormwater,TREE_Energy,TREE_AirQuality,TREE_Carbon,TREE_Aesthetic,TREE_TotalBenefit,x,y
78,Hickory,Pecan,Carya illinoinensis,26,6,3,1,2,1,0,,0,2,,0,,0,,,0,,,,,0,0,0,"epicormic sprouts, drought stress",Hardin Administration Building,4,,,0,-99.7108,32.4671,72,5/3/2014 14:03,0,0,,0,0,1,0,1,,CAIL,43935,20166.165,90.73999786,23.73999977,-18.53000069,7.210000038,99.58999634,202.75,-99.71076567,32.46714905
79,Redbud,Redbud,Cercis canadensis,1,1,0,1,2,0,0,,0,0,,0,,0,,,0,,,,,0,1,1,,Hardin Administration Building,4,,,0,-99.7109,32.4669,73,5/3/2014 14:03,0,0,,1,0,1,0,0,,CECA,60,27.54,1.039999962,1,0.379999995,0.090000004,2.619999886,5.119999886,-99.71088906,32.46685939
80,Redbud,Redbud,Cercis canadensis,1,1,0,1,3,4,0,,0,1,,0,,0,,,0,,1,,,0,0,1,"sunscald, dead tree",Hardin Administration Building,4,,,0,-99.7109,32.4668,74,5/3/2014 14:03,0,0,,0,0,1,0,0,,CECA,60,24.48,1.039999962,1,0.379999995,0.090000004,2.619999886,5.119999886,-99.71091051,32.46684355
81,Redbud,Redbud,Cercis canadensis,1,1,0,1,4,4,0,,0,1,,0,,0,,,0,,1,,,0,0,1,,Hardin Administration Building,4,,,0,-99.7109,32.4668,75,5/3/2014 14:03,0,0,,0,0,1,0,0,,CECA,60,18.36,1.039999962,1,0.379999995,0.090000004,2.619999886,5.119999886,-99.71088637,32.46683223
82,Holly,Yaupon holly,Ilex vomitoria,3,2,0,4,2,0,0,,0,0,,,,,,,,,,,,,1,1,,Hardin Administration Building,,1658,Campus Ct,,-99.711,32.4669,76,5/3/2014 16:01,0,,,,,1,,,,ILVO,580,266.22,1.220000029,1.200000048,0.709999979,0.25,0.790000021,4.170000076,-99.71095879,32.46686618
83,Hickory,Pecan,Carya illinoinensis,18,5,2,1,2,1,0,,0,2,,1,,,,,,,,,,,0,0,"epicormic sprouts, drought stress",Hardin Administration Building,4,1658,Campus Ct,0,-99.711,32.4669,77,5/3/2014 16:01,0,,,,,1,,1,,CAIL,21055,9664.245,56.00999832,17.03000069,-9.739999771,5.369999886,83.25,151.9199982,-99.71096148,32.46692049
84,Walnut,Pecan,Juglans nigra,19,5,2,1,2,1,0,,0,2,,1,,,,,,,,,,1,1,0,"epicormic sprouts, drought stress",Hardin Administration Building,4,1658,Campus Ct,0,-99.7109,32.4671,78,5/3/2014 16:01,0,,,,,1,,1,,JU1,23460,10768.14,56.00999832,17.03000069,-9.739999771,5.369999886,83.25,151.9199982,-99.71090247,32.46709247
85,Hickory,Pecan,Carya illinoinensis,17,4,2,1,2,1,0,,0,2,,1,,,,,,,,,,0,0,0,"epicormic sprouts, drought stress",Hardin Administration Building,4,1658,Campus Ct,0,-99.711,32.467,79,5/3/2014 16:01,0,,,,,1,,1,,CAIL,18780,8620.02,28.97999954,11.27999973,-3.599999905,3.630000114,63.81999969,104.0899963,-99.71096684,32.46702458
86,Hickory,Pecan,Carya illinoinensis,20,5,2,1,2,1,0,,0,2,,0,,,,,,,,,,0,0,0,"epicormic sprouts, drought stress",Hardin Administration Building,4,1658,Campus Ct,0,-99.7111,32.467,80,5/3/2014 16:01,0,,,,,1,,1,,CAIL,25995,11931.705,56.00999832,17.03000069,-9.739999771,5.369999886,83.25,151.9199982,-99.71107949,32.46697027
87,Hickory,Pecan,Carya illinoinensis,20,5,2,1,2,1,0,,0,2,,0,,,,,,,,,,0,0,0,"epicormic sprouts, drought stress",Hardin Administration Building,4,1658,Campus Ct,0,-99.7112,32.467,81,5/3/2014 16:01,0,,,,,1,,1,,CAIL,25995,11931.705,56.00999832,17.03000069,-9.739999771,5.369999886,83.25,151.9199982,-99.71119483,32.46700874
88,Hickory,Pecan,Carya illinoinensis,16,4,2,1,2,1,0,,0,2,,1,,,,,,,,,,0,0,0,"epicormic sprouts, drought stress",Hardin Administration Building,4,1658,Campus Ct,0,-99.7112,32.4672,82,5/3/2014 16:01,0,,,,,0,,1,,CAIL,16635,7635.465,28.97999954,11.27999973,-3.599999905,3.630000114,63.81999969,104.0899963,-99.71122165,32.4672011
89,Hickory,Pecan,Carya illinoinensis,19,5,2,1,2,1,0,,0,2,,1,,,,,,,,,,0,0,0,"epicormic sprouts, drought stress",Hardin Administration Building,4,1658,Campus Ct,0,-99.7112,32.4671,83,5/3/2014 16:01,0,,,,,1,1,1,,CAIL,23460,10768.14,56.00999832,17.03000069,-9.739999771,5.369999886,83.25,151.9199982,-99.71123774,32.46712416
90,Hickory,Pecan,Carya illinoinensis,13,4,2,1,2,1,0,,0,2,,0,,,,,,,,,,0,0,0,"epicormic sprouts, drought stress",Hardin Administration Building,4,1658,Campus Ct,0,-99.7114,32.4676,84,5/3/2014 16:01,0,,,,1,1,0,1,,CAIL,10980,5039.82,28.97999954,11.27999973,-3.599999905,3.630000114,63.81999969,104.0899963,-99.71142013,32.46759938
91,Hickory,Pecan,Carya illinoinensis,29,6,2,1,2,1,1,,5,2,,1,,,,,,,,,,0,0,0,"epicormic sprouts, drought stress",Hardin Administration Building,4,1658,Campus Ct,0,-99.7114,32.4675,85,5/3/2014 16:01,0,,,1,1,1,0,1,,CAIL,54660,25088.94,90.73999786,23.73999977,-18.53000069,7.210000038,99.58999634,202.75,-99.7114094,32.46748397
92,Hickory,Pecan,Carya illinoinensis,18,5,2,1,2,1,0,,0,2,,0,,,,,,,,,,0,0,0,"epicormic sprouts, drought stress",Hardin Administration Building,4,1658,Campus Ct,0,-99.7114,32.4674,86,5/3/2014 16:01,0,,,0,1,1,0,1,,CAIL,21055,9664.245,56.00999832,17.03000069,-9.739999771,5.369999886,83.25,151.9199982,-99.71141745,32.46738892
93,Hickory,Pecan,Carya illinoinensis,28,6,2,1,2,1,0,,0,2,,1,,,,,,,,,,0,0,0,"epicormic sprouts, drought stress, hanger in canopy east side",Hardin Administration Building,4,1658,Campus Ct,0,-99.7114,32.4673,87,5/3/2014 16:01,0,,,0,0,1,0,1,,CAIL,50955,23388.345,90.73999786,23.73999977,-18.53000069,7.210000038,99.58999634,202.75,-99.71140404,32.46731877
94,Hickory,Pecan,Carya illinoinensis,25,6,2,1,2,1,0,,0,2,,1,,,,,,,,,,0,0,0,"epicormic sprouts, drought stress",Hardin Administration Building,4,1658,Campus Ct,0,-99.7114,32.4672,88,5/3/2014 16:01,0,,,0,0,1,0,1,,CAIL,40620,18644.58,90.73999786,23.73999977,-18.53000069,7.210000038,99.58999634,202.75,-99.71142013,32.46718299
95,Hickory,Pecan,Carya illinoinensis,28,6,2,1,2,1,0,,0,2,,1,,,,,,,,,,0,0,0,"epicormic sprouts, drought stress",Hardin Administration Building,4,1658,Campus Ct,0,-99.7114,32.467,89,5/3/2014 16:01,0,,,0,0,1,0,1,,CAIL,50955,23388.345,90.73999786,23.73999977,-18.53000069,7.210000038,99.58999634,202.75,-99.71140404,32.46699064
96,Hickory,Pecan,Carya illinoinensis,28,6,2,1,2,1,0,,0,2,,1,,,,,,,,,,0,0,0,"epicormic sprouts, drought stress",Hardin Administration Building,4,1658,Campus Ct,0,-99.7114,32.4669,90,5/3/2014 16:01,0,,,0,0,1,0,1,,CAIL,50955,23388.345,90.73999786,23.73999977,-18.53000069,7.210000038,99.58999634,202.75,-99.71141477,32.46688654
97,Hickory,Pecan,Carya illinoinensis,17,4,2,1,2,0,0,,0,0,,1,,,,,,,,,,0,0,0,"epicormic sprouts, drought stress",Hardin Administration Building,4,1658,Campus Ct,0,-99.7114,32.4668,91,5/3/2014 16:01,0,,,0,0,1,0,0,,CAIL,18780,8620.02,28.97999954,11.27999973,-3.599999905,3.630000114,63.81999969,104.0899963,-99.71140136,32.4667915
98,Hickory,Pecan,Carya illinoinensis,20,5,2,1,2,1,0,,0,2,,0,,,,,,,,,,0,0,0,"epicormic sprouts, drought stress",Sewell Theatre,4,1658,Campus Ct,0,-99.7114,32.4667,92,5/3/2014 16:01,0,,,0,1,1,0,1,,CAIL,25995,11931.705,56.00999832,17.03000069,-9.739999771,5.369999886,83.25,151.9199982,-99.71140672,32.4666693
99,Hickory,Pecan,Carya illinoinensis,23,5,2,1,2,1,0,,0,2,,0,,,,,,,,,,0,0,0,"epicormic sprouts, drought stress",Sewell Theatre,4,1658,Campus Ct,0,-99.7114,32.4665,93,5/3/2014 16:01,0,,,0,0,1,1,1,,CAIL,34380,15780.42,56.00999832,17.03000069,-9.739999771,5.369999886,83.25,151.9199982,-99.71140672,32.46652673
100,Hickory,Pecan,Carya illinoinensis,23,5,2,1,2,1,0,,0,2,,0,,,,,,,,,,1,0,0,"epicormic sprouts, drought stress",Sewell Theatre,4,1658,Campus Ct,0,-99.7114,32.4664,94,5/3/2014 16:01,0,,,0,0,1,1,1,,CAIL,34380,15780.42,56.00999832,17.03000069,-9.739999771,5.369999886,83.25,151.9199982,-99.71140404,32.46635927
101,Hickory,Pecan,Carya illinoinensis,22,5,2,1,2,1,0,,0,2,,0,,,,,,,,,,0,0,0,"epicormic sprouts, drought stress",Sewell Theatre,4,1658,Campus Ct,0,-99.7114,32.4663,95,5/3/2014 16:01,0,,,0,1,1,1,1,,CAIL,31455,14437.845,56.00999832,17.03000069,-9.739999771,5.369999886,83.25,151.9199982,-99.7114094,32.46626875
103,Hickory,Pecan,Carya illinoinensis,22,5,2,1,2,1,0,,0,2,,0,,,,,,,,,,0,0,0,,Sewell Theatre,4,1658,Campus Ct,0,-99.7113,32.4664,96,5/3/2014 16:01,0,,,0,1,1,1,1,,CAIL,31455,14437.845,56.00999832,17.03000069,-9.739999771,5.369999886,83.25,151.9199982,-99.71126188,32.46636832
104,Holly,Yaupon holly,Ilex vomitoria,8,3,1,3,2,0,1,,3,2,,0,,,,,,,,,,0,1,1,,Sewell Theatre,4,1658,Campus Ct,0,-99.7111,32.4664,97,5/3/2014 16:01,0,,,0,0,1,0,0,,ILVO,4155,1907.145,4.429999828,2.940000057,1.909999967,0.74000001,3.49000001,13.5,-99.7111385,32.46637284
105,Holly,Yaupon holly,Ilex vomitoria,11,3,1,6,2,0,0,,0,0,,0,,,,,,,,,,0,1,1,,Sewell Theatre,4,1658,Campus Ct,0,-99.7111,32.4666,98,5/3/2014 16:01,0,,,0,1,1,0,0,,ILVO,7860,3607.74,4.429999828,2.940000057,1.909999967,0.74000001,3.49000001,13.5,-99.71113045,32.46655162
106,Oak,Live oak,Quercus virginiana,7,3,1,1,2,0,0,,0,0,,0,,,,,,,,,,0,1,1,,Sewell Theatre,4,1658,Campus Ct,0,-99.7112,32.4666,99,5/3/2014 16:01,0,,,0,1,1,0,0,,QUVI,3180,1459.62,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.71118946,32.46656972
107,Oak,Live oak,Quercus virginiana,7,3,1,1,2,3,0,,0,2,,0,,,,,,,,,,1,1,0,,Sewell Theatre,4,1658,Campus Ct,0,-99.7112,32.4665,100,5/3/2014 16:01,0,,,1,1,1,0,0,,QUVI,3180,1459.62,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.71123774,32.46653804
108,Hickory,Pecan,Carya illinoinensis,13,4,2,1,2,3,0,,0,2,,1,,,,,,,,,,0,0,0,,Sewell Theatre,4,1658,Campus Ct,0,-99.7113,32.4666,101,5/3/2014 16:01,0,1,,0,1,1,0,0,,CAIL,10980,5039.82,28.97999954,11.27999973,-3.599999905,3.630000114,63.81999969,104.0899963,-99.71129139,32.46659009
109,Hickory,Pecan,Carya illinoinensis,22,5,2,1,2,1,0,,0,2,,0,,,,,,,,,,0,0,0,,Sewell Theatre,1,1658,Campus Ct,0,-99.7112,32.4667,102,5/3/2014 16:01,0,0,,0,0,0,0,1,,CAIL,31455,14437.845,56.00999832,17.03000069,-9.739999771,5.369999886,83.25,151.9199982,-99.71121092,32.46666251
110,Oak,Live oak,Quercus virginiana,37,7,2,1,2,1,0,,0,2,,0,,,,,,,,,,0,0,0,"epicormic sprouts, drought stress",Sewell Theatre,1,1658,Campus Ct,0,-99.7111,32.4666,103,5/3/2014 16:01,0,0,,0,1,1,0,1,,QUVI,88980,40841.82,180.1799927,40.61999893,-28.30999947,11.98999977,94.66999817,299.1499939,-99.71109827,32.46663988
111,Holly,Yaupon holly,Ilex vomitoria,2,1,0,4,2,0,0,,0,0,,0,,,,,,,,,,0,1,1,,Sewell Theatre,1,1658,Campus Ct,0,-99.7111,32.4666,104,5/3/2014 16:01,0,0,,0,0,1,0,0,,ILVO,255,117.045,0.370000005,0.419999987,0.230000004,0.050000001,0.790000021,1.870000005,-99.71112777,32.46659688
112,Holly,Yaupon holly,Ilex vomitoria,2,1,0,5,2,0,0,,0,0,,0,,,,,,,,,,0,1,1,,Sewell Theatre,1,1658,Campus Ct,0,-99.7111,32.4666,105,5/3/2014 16:01,0,0,,0,0,1,0,0,,ILVO,255,117.045,0.370000005,0.419999987,0.230000004,0.050000001,0.790000021,1.870000005,-99.71114118,32.46661272
113,Holly,Yaupon holly,Ilex vomitoria,3,2,0,6,2,0,0,,0,0,,0,,,,,,,,,,0,1,1,,Sewell Theatre,1,1658,Campus Ct,0,-99.7112,32.4666,106,5/3/2014 16:01,0,0,,0,0,1,0,0,,ILVO,580,266.22,1.220000029,1.200000048,0.709999979,0.25,0.790000021,4.170000076,-99.71117069,32.46661498
114,Holly,Yaupon holly,Ilex vomitoria,2,1,0,4,2,0,0,,0,0,,0,,,,,,,,,,0,1,1,,Sewell Theatre,1,1658,Campus Ct,0,-99.7112,32.4666,107,5/3/2014 16:01,0,0,,0,0,1,0,0,,ILVO,255,78.03,0.370000005,0.419999987,0.230000004,0.050000001,0.790000021,1.870000005,-99.71123506,32.46661272
115,Holly,Yaupon holly,Ilex vomitoria,2,1,0,4,2,0,0,,0,0,,0,,,,,,,,,,0,1,1,,Sewell Theatre,1,1658,Campus Ct,0,-99.7112,32.4667,108,5/3/2014 16:01,0,0,,0,0,1,0,0,,ILVO,255,78.03,0.370000005,0.419999987,0.230000004,0.050000001,0.790000021,1.870000005,-99.71116532,32.4666693
116,Holly,Yaupon holly,Ilex vomitoria,2,1,0,3,2,0,0,,0,0,,0,,,,,,,,,,0,1,1,,Sewell Theatre,1,1658,Campus Ct,0,-99.7113,32.4667,109,5/3/2014 16:01,0,0,,0,0,1,1,0,,ILVO,255,78.03,0.370000005,0.419999987,0.230000004,0.050000001,0.790000021,1.870000005,-99.71128066,32.46667608
117,Holly,Yaupon holly,Ilex vomitoria,3,2,0,5,2,0,0,,0,0,,0,,,,,,,,,,0,1,1,,Sewell Theatre,1,1658,Campus Ct,0,-99.7113,32.4667,110,5/3/2014 16:01,0,0,,0,0,1,0,0,,ILVO,580,177.48,1.220000029,1.200000048,0.709999979,0.25,0.790000021,4.170000076,-99.71131553,32.46670777
118,Holly,Yaupon holly,Ilex vomitoria,3,2,0,5,2,0,0,,0,0,,0,,,,,,,,,,0,1,1,,Sewell Theatre,1,1658,Campus Ct,0,-99.7113,32.4667,111,5/3/2014 16:01,0,0,,0,0,1,0,0,,ILVO,580,450,1.220000029,1.200000048,0.709999979,0.25,0.790000021,4.170000076,-99.7112592,32.46669645
119,Holly,Yaupon holly,Ilex vomitoria,2,1,0,3,2,0,0,,0,0,,0,,1,,,,,,,,0,1,1,lean,Sewell Theatre,1,1658,Campus Ct,0,-99.7113,32.4668,112,5/3/2014 16:01,0,0,,0,0,1,0,0,,ILVO,255,450,0.370000005,0.419999987,0.230000004,0.050000001,0.790000021,1.870000005,-99.71127529,32.46676434
120,Holly,Yaupon holly,Ilex vomitoria,3,2,0,5,2,0,0,,0,0,,0,,0,,,,,,,,0,1,1,,Sewell Theatre,1,1658,Campus Ct,0,-99.7113,32.4668,113,5/3/2014 16:01,0,0,,0,0,1,0,0,,ILVO,580,177.48,1.220000029,1.200000048,0.709999979,0.25,0.790000021,4.170000076,-99.71127261,32.46678471
121,Holly,Yaupon holly,Ilex vomitoria,4,2,0,6,2,0,0,,0,0,,0,,0,,,,,,,,0,1,1,,Sewell Theatre,1,1658,Campus Ct,0,-99.7112,32.4668,114,5/3/2014 16:01,0,0,,0,0,1,0,0,,ILVO,1035,316.71,1.220000029,1.200000048,0.709999979,0.25,0.790000021,4.170000076,-99.71124579,32.46677339
122,Holly,Yaupon holly,Ilex vomitoria,5,2,0,6,2,0,0,,0,0,,0,,0,,,,,,,,0,1,1,,Sewell Theatre,1,1658,Campus Ct,0,-99.7113,32.4668,115,5/3/2014 16:01,0,0,,0,0,1,0,0,,ILVO,1620,991.44,1.220000029,1.200000048,0.709999979,0.25,0.790000021,4.170000076,-99.71131284,32.46676208
123,Holly,Yaupon holly,Ilex vomitoria,3,2,0,5,2,0,0,,0,0,,0,,0,,,,,,,,0,1,1,,Sewell Theatre,1,1658,Campus Ct,0,-99.7113,32.4668,116,5/3/2014 16:01,0,0,,0,0,1,1,0,,ILVO,580,315.52,1.220000029,1.200000048,0.709999979,0.25,0.790000021,4.170000076,-99.71129139,32.46681186
124,Holly,Yaupon holly,Ilex vomitoria,2,1,0,3,2,0,0,,0,0,,0,,0,,,,,,,,0,1,1,,Sewell Theatre,1,1658,Campus Ct,0,-99.7113,32.4669,117,5/3/2014 16:01,0,0,,0,0,1,1,0,,ILVO,255,138.72,0.370000005,0.419999987,0.230000004,0.050000001,0.790000021,1.870000005,-99.71126725,32.46685033
125,Holly,Yaupon holly,Ilex vomitoria,2,1,0,4,2,0,0,,0,0,,0,,0,,,,,,,,0,1,1,,Sewell Theatre,1,1658,Campus Ct,0,-99.7113,32.4669,118,5/3/2014 16:01,0,0,,0,0,1,1,0,,ILVO,255,138.72,0.370000005,0.419999987,0.230000004,0.050000001,0.790000021,1.870000005,-99.71129407,32.46689107
126,Hickory,Pecan,Carya illinoinensis,18,5,2,1,2,1,0,,0,2,,0,,0,,,,,,,,0,0,0,"epicormic sprouts, drought stress",Sewell Theatre,1,1658,Campus Ct,0,-99.7113,32.4669,119,5/3/2014 16:01,0,0,,0,0,1,0,1,,CAIL,21055,450,56.00999832,17.03000069,-9.739999771,5.369999886,83.25,151.9199982,-99.71131553,32.46687296
127,Hickory,Pecan,Carya illinoinensis,19,5,2,1,2,1,0,,0,2,,1,,0,,,,,,,,0,0,0,"epicormic sprouts, drought stress",Sewell Theatre,1,1658,Campus Ct,0,-99.7112,32.4669,120,5/3/2014 16:01,0,0,,0,0,1,0,1,,CAIL,23460,450,56.00999832,17.03000069,-9.739999771,5.369999886,83.25,151.9199982,-99.71122165,32.46690465
128,Oak,Live oak,Quercus virginiana,8,3,1,1,2,3,0,,0,2,,0,,0,,,,,,,,1,1,1,,Sewell Theatre,1,1658,Campus Ct,0,-99.7111,32.4669,121,5/3/2014 16:01,0,0,,0,1,1,0,0,,QUVI,4155,450,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.71114923,32.46687523
129,Hickory,Pecan,Carya illinoinensis,31,7,2,1,2,1,0,,0,2,,0,,0,,,,,,,,0,0,0,"epicormic sprouts, drought stress",Sewell Theatre,1,1658,Campus Ct,0,-99.7111,32.4668,122,5/3/2014 16:01,0,0,,0,0,1,0,1,,CAIL,62460,450,132.2899933,29.79999924,-30.64999962,8.449999809,107.8099976,247.7100067,-99.71106608,32.46682092
130,Holly,Yaupon holly,Ilex vomitoria,3,2,0,6,2,0,0,,0,0,,0,,0,,,,,,,,0,1,1,,Sewell Theatre,1,1658,Campus Ct,0,-99.7112,32.4669,123,5/3/2014 16:01,0,0,,0,0,1,1,0,,ILVO,580,315.52,1.220000029,1.200000048,0.709999979,0.25,0.790000021,4.170000076,-99.71124847,32.46685712
131,Holly,Yaupon holly,Ilex vomitoria,2,1,0,4,2,0,0,,0,0,,0,,0,,,,,,,,0,1,1,,Sewell Theatre,1,1658,Campus Ct,0,-99.7113,32.4669,124,5/3/2014 16:01,0,0,,0,0,1,1,0,,ILVO,255,117.045,0.370000005,0.419999987,0.230000004,0.050000001,0.790000021,1.870000005,-99.71125384,32.46692275
132,Hickory,Pecan,Carya illinoinensis,19,5,2,1,2,1,0,,0,2,,1,,0,,,,,,,,0,0,0,,Sewell Theatre,1,1658,Campus Ct,0,-99.7113,32.4669,125,5/3/2014 16:01,0,0,,0,0,1,0,1,,CAIL,23460,10768.14,56.00999832,17.03000069,-9.739999771,5.369999886,83.25,151.9199982,-99.7112592,32.46688881
133,Holly,Yaupon holly,Ilex vomitoria,2,1,0,4,2,0,0,,0,0,,0,,0,,,,,,,,0,1,1,,Sewell Theatre,1,1658,Campus Ct,0,-99.7113,32.4669,126,5/3/2014 16:01,0,0,,0,0,1,1,0,,ILVO,255,156.06,0.370000005,0.419999987,0.230000004,0.050000001,0.790000021,1.870000005,-99.71125652,32.46688428
134,Holly,Yaupon holly,Ilex vomitoria,3,2,0,7,2,0,0,,0,0,,0,,0,,,,,,,,0,1,1,,Sewell Theatre,1,1658,Campus Ct,0,-99.7112,32.4669,127,5/3/2014 16:01,0,0,,0,0,1,1,0,,ILVO,580,266.22,1.220000029,1.200000048,0.709999979,0.25,0.790000021,4.170000076,-99.71119751,32.46686391
135,Holly,Yaupon holly,Ilex vomitoria,2,1,0,4,2,0,0,,0,0,,0,,0,,,,,,,,0,1,1,,Sewell Theatre,1,1658,Campus Ct,0,-99.7111,32.4668,128,5/3/2014 16:01,0,0,,0,0,1,1,0,,ILVO,255,117.045,0.370000005,0.419999987,0.230000004,0.050000001,0.790000021,1.870000005,-99.7111385,32.46683449
136,Holly,Yaupon holly,Ilex vomitoria,3,2,0,5,2,0,0,,0,0,,0,,0,,,,,,,,0,1,1,,Sewell Theatre,1,1658,Campus Ct,0,-99.7111,32.4668,129,5/3/2014 16:01,0,0,,0,0,1,1,0,,ILVO,580,266.22,1.220000029,1.200000048,0.709999979,0.25,0.790000021,4.170000076,-99.71113045,32.46682092
137,Holly,Yaupon holly,Ilex vomitoria,4,2,0,6,2,0,0,,0,0,,0,,0,,,,,,,,0,1,1,,Sewell Theatre,1,1658,Campus Ct,0,-99.7111,32.4668,130,5/3/2014 16:01,0,0,,0,0,1,1,0,,ILVO,1035,633.42,1.220000029,1.200000048,0.709999979,0.25,0.790000021,4.170000076,-99.71111168,32.46680281
138,Holly,Yaupon holly,Ilex vomitoria,2,1,0,4,2,0,0,,0,0,,0,,0,,,,,,,,0,1,1,,Sewell Theatre,1,1658,Campus Ct,0,-99.711,32.4668,131,5/3/2014 16:01,0,0,,0,0,1,1,0,,ILVO,255,78.03,0.370000005,0.419999987,0.230000004,0.050000001,0.790000021,1.870000005,-99.71099634,32.46679602
139,Holly,Yaupon holly,Ilex vomitoria,3,2,0,6,2,0,0,,0,0,,0,,0,,,,,,,,0,1,1,,Sewell Theatre,1,1658,Campus Ct,0,-99.711,32.4668,132,5/3/2014 16:01,0,0,,0,0,1,1,0,,ILVO,580,266.22,1.220000029,1.200000048,0.709999979,0.25,0.790000021,4.170000076,-99.71095343,32.4667666
140,Holly,Yaupon holly,Ilex vomitoria,3,2,0,2,2,0,0,,0,0,,0,,0,,,,,,,,0,1,1,,Sewell Theatre,1,1658,Campus Ct,0,-99.711,32.4666,133,5/3/2014 16:01,0,0,,0,0,1,1,0,,ILVO,580,354.96,1.220000029,1.200000048,0.709999979,0.25,0.790000021,4.170000076,-99.71096148,32.46663988
141,Hickory,Pecan,Carya illinoinensis,23,5,2,1,2,1,0,,0,2,,0,,0,1,,,,,,,0,0,0,"epicormic sprouts, drought stress",Sewell Theatre,1,1658,Campus Ct,0,-99.7109,32.4668,134,5/3/2014 16:01,0,0,,0,0,1,0,1,,CAIL,34380,18702.72,56.00999832,17.03000069,-9.739999771,5.369999886,83.25,151.9199982,-99.71091856,32.46676434
142,Oak,Live oak,Quercus virginiana,4,2,0,1,2,3,0,,0,2,,0,,0,0,,,,,,,1,1,0,,Sewell Theatre,1,1658,Campus Ct,0,-99.7108,32.4667,135,5/3/2014 16:01,0,0,,0,1,1,0,0,,QUVI,1035,450,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.71082468,32.46672361
143,Oak,Live oak,Quercus virginiana,4,2,0,1,2,3,0,,0,2,,0,,0,0,,,,,,,1,1,0,,Sewell Theatre,1,1658,Campus Ct,0,-99.7108,32.4667,136,5/3/2014 16:01,0,0,,0,1,1,0,0,,QUVI,1035,450,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.71077909,32.46666703
144,Oak,Live oak,Quercus virginiana,5,2,1,1,2,0,0,,0,0,,0,,0,0,,,,,,,1,1,0,,Sewell Theatre,1,1658,Campus Ct,0,-99.7109,32.4667,137,5/3/2014 16:01,0,0,,0,0,0,0,0,,QUVI,1620,450,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.71086223,32.46667156
145,Oak,Live oak,Quercus virginiana,5,2,1,1,2,3,0,,0,2,,0,,0,0,,,,,,,1,1,0,,Sewell Theatre,1,1658,Campus Ct,0,-99.7108,32.4666,138,5/3/2014 16:01,0,0,,1,1,1,0,0,,QUVI,1620,991.44,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.71082468,32.46663761
146,Oak,Live oak,Quercus virginiana,7,3,1,1,2,3,0,,0,2,,0,,0,0,,,,,,,1,1,0,,Sewell Theatre,1,1658,Campus Ct,0,-99.7109,32.4666,139,5/3/2014 16:01,0,0,,0,1,1,0,0,,QUVI,3180,1946.16,9.149999619,4.820000172,0.200000003,1.690000057,46.43999863,62.31000137,-99.71089442,32.46662856
147,Hickory,Pecan,Carya illinoinensis,26,6,2,1,2,1,0,,0,2,,0,,,,,,,,,,0,0,0,"epicormic sprouts, drought stress",Hardin Administration Building,2,1658,Campus Ct,0,-99.7106,32.4668,140,5/3/2014 16:01,0,,,,,1,0,1,,CAIL,43935,20166.165,90.73999786,23.73999977,-18.53000069,7.210000038,99.58999634,202.75,-99.7105967,32.46675982
148,Holly,Yaupon holly,Ilex vomitoria,3,2,0,2,2,0,0,,0,0,,0,,,,,,,,,,0,1,1,,Hardin Administration Building,2,1658,Campus Ct,0,-99.7108,32.4668,141,5/3/2014 16:01,0,,,,,1,1,0,,ILVO,580,354.96,1.220000029,1.200000048,0.709999979,0.25,0.790000021,4.170000076,-99.71082468,32.46684128
149,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,9,3,0,7,3,0,0,,0,0,,0,,,,,,,1,,,0,1,1,,Hardin Administration Building,2,1658,Campus Ct,0,-99.7108,32.4668,142,5/3/2014 16:01,0,,,,,1,0,1,,LA6,5260,2146.08,4.710000038,3.839999914,1.389999986,0.660000026,8.539999962,19.13999939,-99.71076567,32.46684581
